Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Stuttgart II,3.87,0.99,2.88,3.02,0.87,2.15,0.09,0.12,-0.03,3.11,0.99,2.12,1,0,1,-1.88,64.80,74.29,46.93,0.99,0.48,233,15,26,10,26.26,20.83,5.60,3,2,14,13,13,218.8,90.94,10.27,9.27,149.07,77.95,0,Stuttgart II 1-0 Hoffenheim II,2026-03-15
Wehen Wiesbaden,1.68,0.92,0.76,0.68,0.60,0.08,1.00,0.32,0.68,1.68,0.92,0.76,0,0,0,-0.76,46.00,49.01,43.86,0.63,0.41,155,10,15,9,23.81,21.95,17.75,2,3,13,7,9,59.3,61.9,81.73,64.9,105.23,70.09,3,1860 München 0-0 Wehen Wiesbaden,2026-03-14
1860 München,0.92,1.68,-0.76,0.60,0.68,-0.08,0.32,1.00,-0.68,0.92,1.68,-0.76,0,0,0,0.76,54.00,50.99,41.05,0.41,0.63,177,8,9,15,21.95,23.81,13.92,3,2,15,3,10,36.5,38.1,44.2,35.1,44.9,29.91,4,1860 München 0-0 Wehen Wiesbaden,2026-03-14
Erzgebirge Aue,2.04,1.93,0.11,2.00,1.38,0.62,0.04,0.54,-0.50,2.04,1.93,0.11,2,4,-2,-2.11,52.30,55.1,48.26,1.1,0.71,228,16,11,12,10.0,16.9,12.44,6,10,23,5,11,94.9,59.57,44.13,44.16,67.02,38.55,8,Rot-Weiss Essen 4-2 Erzgebirge Aue,2026-03-14
Rot-Weiss Essen,1.93,2.04,-0.11,1.38,2.00,-0.62,0.54,0.04,0.50,1.93,2.04,-0.11,4,2,2,2.11,47.70,44.9,44.22,0.71,1.1,162,12,12,11,16.9,10.0,12.79,10,6,22,4,10,64.4,40.43,55.8,55.84,106.83,61.45,4,Rot-Weiss Essen 4-2 Erzgebirge Aue,2026-03-14
Viktoria Köln,2.98,1.79,1.19,2.63,1.03,1.60,0.35,0.00,0.35,2.98,1.03,1.95,2,3,-1,-2.19,52.80,70.1,48.00,2.06,0.61,249,23,29,10,14.08,16.39,15.17,9,2,28,10,11,193.1,86.51,55.67,69.76,236.17,88.99,1,Havelse 3-2 Viktoria Köln,2026-03-14
Havelse,1.79,2.98,-1.19,1.03,2.63,-1.60,0.00,0.35,-0.35,1.03,2.98,-1.95,3,2,1,2.19,47.20,29.9,36.10,0.61,2.06,119,5,10,29,16.39,14.08,20.55,2,9,14,4,10,30.1,13.49,24.13,30.24,29.23,11.01,0,Havelse 3-2 Viktoria Köln,2026-03-14
MSV Duisburg,1.58,2.44,-0.86,1.41,2.44,-1.03,0.17,0.00,0.17,1.58,2.44,-0.86,1,5,-4,-3.14,33.90,41.84,45.29,0.84,1.17,140,16,15,16,17.86,13.68,16.09,3,4,20,6,13,65.3,40.94,112.73,95.49,108.3,62.03,1,Hansa Rostock 5-1 MSV Duisburg,2026-03-14
Hansa Rostock,2.44,1.58,0.86,2.44,1.41,1.03,0.00,0.17,-0.17,2.44,1.58,0.86,5,1,4,3.14,66.10,58.16,44.07,1.17,0.84,210,16,16,15,13.68,17.86,7.97,4,3,16,4,12,94.2,59.06,5.33,4.51,66.3,37.97,2,Hansa Rostock 5-1 MSV Duisburg,2026-03-14
Waldhof Mannheim,1.34,3.02,-1.68,1.31,2.92,-1.61,0.03,0.10,-0.07,1.34,3.02,-1.68,1,4,-3,-1.32,49.00,48.63,45.32,0.28,0.83,199,10,9,19,32.14,22.89,15.56,7,11,16,4,8,58.5,37.24,45.6,47.01,44.88,19.5,1,Osnabrück 4-1 Waldhof Mannheim,2026-03-14
Osnabrück,3.02,1.34,1.68,2.92,1.31,1.61,0.10,0.03,0.07,3.02,1.34,1.68,4,1,3,1.32,51.00,51.37,45.45,0.83,0.28,200,14,19,9,22.89,32.14,10.56,11,7,12,4,10,98.6,62.76,51.4,52.99,185.26,80.5,3,Osnabrück 4-1 Waldhof Mannheim,2026-03-14
Jahn Regensburg,1.38,2.16,-0.78,1.38,2.10,-0.72,0.00,0.06,-0.06,1.38,2.16,-0.78,1,1,0,0.78,43.30,42.2,43.75,0.61,1.19,168,8,8,14,13.11,11.76,13.55,2,4,9,0,19,59.5,30.22,57.27,69.0,79.37,44.82,1,Saarbrücken 1-1 Jahn Regensburg,2026-03-14
Saarbrücken,2.16,1.38,0.78,2.10,1.38,0.72,0.06,0.00,0.06,2.16,1.38,0.78,1,1,0,-0.78,56.70,57.8,48.07,1.19,0.61,248,19,14,8,11.76,13.11,8.38,4,2,32,5,16,137.4,69.78,25.73,31.0,97.73,55.18,0,Saarbrücken 1-1 Jahn Regensburg,2026-03-14
Energie Cottbus,1.72,2.16,-0.44,1.45,1.75,-0.30,0.26,0.41,-0.15,1.72,2.16,-0.44,1,4,-3,-2.56,61.20,54.24,44.42,0.67,0.55,190,9,21,14,31.34,25.45,6.37,0,6,18,8,12,95.7,52.18,5.67,6.03,64.44,28.41,1,Alemannia Aachen 4-1 Energie Cottbus,2026-03-13
Alemannia Aachen,2.16,1.72,0.44,1.75,1.45,0.30,0.41,0.26,0.15,2.16,1.72,0.44,4,1,3,2.56,38.80,45.76,47.69,0.55,0.67,136,12,14,21,25.45,31.34,11.45,6,0,15,4,17,87.7,47.82,88.33,93.97,162.37,71.59,1,Alemannia Aachen 4-1 Energie Cottbus,2026-03-13
Verl,1.83,1.02,0.81,1.79,0.85,0.94,0.04,0.16,-0.12,1.83,1.02,0.81,2,1,1,0.19,58.20,61.99,48.11,0.28,0.41,330,9,11,11,39.29,26.83,13.33,3,2,8,4,13,157.9,64.61,32.8,22.89,118.6,62.56,1,Ingolstadt 1-2 Verl,2026-03-08
Ingolstadt,1.02,1.83,-0.81,0.85,1.79,-0.94,0.16,0.04,0.12,1.02,1.83,-0.81,1,2,-1,-0.19,41.80,38.01,42.97,0.41,0.28,174,11,11,11,26.83,39.29,15.97,2,3,15,3,12,86.5,35.39,110.47,77.11,70.97,37.44,2,Ingolstadt 1-2 Verl,2026-03-08
Saarbrücken,1.74,2.83,-1.09,1.69,2.72,-1.03,0.05,0.10,-0.05,1.74,2.83,-1.09,2,4,-2,-0.91,58.70,58.08,45.79,0.82,0.59,224,15,19,13,23.17,22.03,15.62,5,7,22,9,7,136.1,72.7,25.67,20.49,66.44,37.84,0,MSV Duisburg 4-2 Saarbrücken,2026-03-08
MSV Duisburg,2.83,1.74,1.09,2.72,1.69,1.03,0.10,0.05,0.05,2.83,1.74,1.09,4,2,2,0.91,41.30,41.92,44.05,0.59,0.82,152,11,13,19,22.03,23.17,18.92,7,5,13,4,5,51.1,27.3,99.6,79.51,109.13,62.16,3,MSV Duisburg 4-2 Saarbrücken,2026-03-08
Havelse,0.59,4.36,-3.77,0.53,2.12,-1.59,0.06,1.48,-1.42,0.59,3.60,-3.01,1,3,-2,1.77,52.00,37.92,41.22,0.23,0.47,137,12,7,25,30.43,53.19,9.63,4,5,9,4,15,45.7,20.04,30.4,30.54,42.87,15.45,1,Waldhof Mannheim 3-1 Havelse,2026-03-08
Waldhof Mannheim,4.36,0.59,3.77,2.12,0.53,1.59,1.48,0.06,1.42,3.60,0.59,3.01,3,1,2,-1.77,48.00,62.08,50.26,0.47,0.23,200,15,25,7,53.19,30.43,9.74,5,4,23,11,10,182.4,79.96,69.13,69.46,234.57,84.55,0,Waldhof Mannheim 3-1 Havelse,2026-03-08
Osnabrück,2.02,0.76,1.26,1.89,0.54,1.35,0.13,0.22,-0.09,2.02,0.76,1.26,2,0,2,0.74,46.00,45.54,43.78,0.53,0.5,161,10,12,9,22.64,18.0,17.88,6,5,14,5,12,75.0,47.44,74.33,81.56,130.27,83.51,0,Jahn Regensburg 0-2 Osnabrück,2026-03-07
Jahn Regensburg,0.76,2.02,-1.26,0.54,1.89,-1.35,0.22,0.13,0.09,0.76,2.02,-1.26,0,2,-2,-0.74,54.00,54.46,41.40,0.5,0.53,189,8,9,12,18.0,22.64,13.00,5,6,20,8,5,83.1,52.56,16.8,18.44,25.73,16.49,0,Jahn Regensburg 0-2 Osnabrück,2026-03-07
Ulm,3.61,1.81,1.80,3.36,0.58,2.78,0.26,0.47,-0.21,3.61,1.05,2.56,2,3,-1,-2.80,59.60,69.64,50.63,1.71,0.7,229,23,24,9,14.04,12.86,6.27,4,4,39,13,18,207.2,89.7,23.93,30.6,179.73,89.73,1,Schweinfurt 3-2 Ulm,2026-03-07
Schweinfurt,1.81,3.61,-1.80,0.58,3.36,-2.78,0.47,0.26,0.21,1.05,3.61,-2.56,3,2,1,2.80,40.40,30.36,40.72,0.7,1.71,100,7,9,24,12.86,14.04,7.76,4,4,8,5,15,23.8,10.3,54.27,69.4,20.57,10.27,5,Schweinfurt 3-2 Ulm,2026-03-07
Rot-Weiss Essen,3.92,1.56,2.36,2.80,0.80,2.00,0.35,0.00,0.35,3.16,0.80,2.36,4,2,2,-0.36,36.40,41.03,45.77,1.49,1.13,144,17,22,8,14.77,7.08,18.79,5,6,15,5,14,85.3,49.56,99.13,90.18,138.83,74.23,4,Hoffenheim II 2-4 Rot-Weiss Essen,2026-03-07
Hoffenheim II,1.56,3.92,-2.36,0.80,2.80,-2.00,0.00,0.35,-0.35,0.80,3.16,-2.36,2,4,-2,0.36,63.60,58.97,45.85,1.13,1.49,247,6,8,22,7.08,14.77,9.00,6,5,14,3,7,86.8,50.44,10.8,9.82,48.2,25.77,0,Hoffenheim II 2-4 Rot-Weiss Essen,2026-03-07
Stuttgart II,1.12,1.21,-0.09,1.12,1.08,0.04,0.00,0.13,-0.13,1.12,1.21,-0.09,1,2,-1,-0.91,63.70,64.29,48.45,0.83,0.35,265,15,13,10,15.66,28.57,8.00,5,4,18,6,13,144.9,73.48,14.8,11.96,69.77,35.28,2,Wehen Wiesbaden 2-1 Stuttgart II,2026-03-07
Wehen Wiesbaden,1.21,1.12,0.09,1.08,1.12,-0.04,0.13,0.00,0.13,1.21,1.12,0.09,2,1,1,0.91,36.30,35.71,44.07,0.35,0.83,109,3,10,13,28.57,15.66,11.05,4,5,12,5,18,52.3,26.52,108.93,88.04,127.97,64.72,0,Wehen Wiesbaden 2-1 Stuttgart II,2026-03-07
Hansa Rostock,1.46,0.50,0.96,1.19,0.27,0.92,0.28,0.23,0.05,1.46,0.50,0.96,0,0,0,-0.96,39.50,42.45,42.05,0.83,0.4,107,12,8,7,9.64,17.5,12.43,4,1,11,3,15,35.3,35.26,72.67,81.16,80.93,59.7,3,Energie Cottbus 0-0 Hansa Rostock,2026-03-07
Energie Cottbus,0.50,1.46,-0.96,0.27,1.19,-0.92,0.23,0.28,-0.05,0.50,1.46,-0.96,0,0,0,0.96,60.50,57.55,49.03,0.4,0.83,269,11,7,8,17.5,9.64,8.31,1,4,20,6,15,64.8,64.74,16.87,18.84,54.63,40.3,0,Energie Cottbus 0-0 Hansa Rostock,2026-03-07
Alemannia Aachen,2.06,3.12,-1.06,1.85,2.95,-1.10,0.21,0.17,0.04,2.06,3.12,-1.06,3,1,2,3.06,46.40,46.82,45.85,0.7,1.47,133,9,12,23,17.14,15.65,9.30,7,10,8,7,10,66.0,31.73,27.67,50.92,76.1,41.16,0,Erzgebirge Aue 1-3 Alemannia Aachen,2026-03-07
Erzgebirge Aue,3.12,2.06,1.06,2.95,1.85,1.10,0.17,0.21,-0.04,3.12,2.06,1.06,1,3,-2,-3.06,53.60,53.18,46.73,1.47,0.7,155,17,23,12,15.65,17.14,6.35,10,7,27,9,12,142.0,68.27,26.67,49.08,108.8,58.84,5,Erzgebirge Aue 1-3 Alemannia Aachen,2026-03-07
1860 München,1.05,1.46,-0.41,1.05,1.20,-0.15,0.00,0.26,-0.26,1.05,1.46,-0.41,1,0,1,1.41,38.80,40.59,38.34,0.25,0.22,111,2,5,9,20.0,40.91,15.10,3,3,8,3,17,26.9,18.65,85.87,80.1,70.2,51.93,0,Viktoria Köln 0-1 1860 München,2026-03-06
Viktoria Köln,1.46,1.05,0.41,1.20,1.05,0.15,0.26,0.00,0.26,1.46,1.05,0.41,0,1,-1,-1.41,61.20,59.41,45.84,0.22,0.25,213,9,9,5,40.91,20.0,8.15,3,3,22,6,16,117.3,81.35,21.33,19.9,64.97,48.07,4,Viktoria Köln 0-1 1860 München,2026-03-06
Waldhof Mannheim,0.83,2.42,-1.59,0.65,1.79,-1.14,0.18,0.63,-0.45,0.83,2.42,-1.59,0,1,-1,0.59,53.20,53.65,46.16,0.46,0.8,194,6,10,19,21.74,23.75,9.62,3,5,23,3,10,79.4,55.56,22.73,29.86,54.77,37.39,0,Rot-Weiss Essen 1-0 Waldhof Mannheim,2026-03-04
Rot-Weiss Essen,2.42,0.83,1.59,1.79,0.65,1.14,0.63,0.18,0.45,2.42,0.83,1.59,1,0,1,-0.59,46.80,46.35,47.97,0.8,0.46,190,15,19,10,23.75,21.74,11.80,5,3,23,7,13,63.5,44.44,53.4,70.14,91.73,62.61,11,Rot-Weiss Essen 1-0 Waldhof Mannheim,2026-03-04
Schweinfurt,0.44,4.89,-4.45,0.44,4.83,-4.39,0.00,0.06,-0.06,0.44,4.89,-4.45,0,1,-1,3.45,53.80,31.38,40.60,0.52,1.27,142,7,7,18,13.46,14.17,7.55,10,8,8,0,13,22.7,11.82,20.13,22.53,15.9,5.92,1,Alemannia Aachen 1-0 Schweinfurt,2026-03-04
Alemannia Aachen,4.89,0.44,4.45,4.83,0.44,4.39,0.06,0.00,0.06,4.89,0.44,4.45,1,0,1,-3.45,46.20,68.62,49.93,1.27,0.52,220,14,18,7,14.17,13.46,9.89,8,10,14,7,11,169.3,88.18,69.2,77.47,252.57,94.08,3,Alemannia Aachen 1-0 Schweinfurt,2026-03-04
Hansa Rostock,4.01,0.73,3.28,3.94,0.73,3.21,0.06,0.00,0.06,4.01,0.73,3.28,3,1,2,-1.28,64.90,67.26,50.14,0.82,0.34,309,15,18,8,21.95,23.53,6.77,11,3,22,5,14,168.9,82.59,12.87,10.61,92.53,59.18,1,Havelse 1-3 Hansa Rostock,2026-03-04
Havelse,0.73,4.01,-3.28,0.73,3.94,-3.21,0.00,0.06,-0.06,0.73,4.01,-3.28,1,3,-2,1.28,35.10,32.74,41.16,0.34,0.82,111,10,8,18,23.53,21.95,16.19,3,11,14,7,16,35.6,17.41,108.47,89.39,63.83,40.82,2,Havelse 1-3 Hansa Rostock,2026-03-04
MSV Duisburg,0.73,1.67,-0.94,0.68,1.32,-0.64,0.05,0.36,-0.31,0.73,1.67,-0.94,0,0,0,0.94,38.40,43.57,44.35,0.32,0.66,148,4,8,13,25.0,19.7,15.87,3,7,9,2,15,46.4,31.52,111.53,91.77,112.33,63.27,2,Ingolstadt 0-0 MSV Duisburg,2026-03-04
Ingolstadt,1.67,0.73,0.94,1.32,0.68,0.64,0.36,0.05,0.31,1.67,0.73,0.94,0,0,0,-0.94,61.60,56.43,42.75,0.66,0.32,209,20,13,8,19.7,25.0,10.43,7,3,22,5,9,100.8,68.48,10.0,8.23,65.2,36.73,9,Ingolstadt 0-0 MSV Duisburg,2026-03-04
Wehen Wiesbaden,0.14,1.86,-1.72,0.14,0.84,-0.70,0.00,1.02,-1.02,0.14,1.86,-1.72,0,2,-2,-0.28,52.60,34.43,38.56,0.26,0.5,138,5,4,19,15.38,38.0,10.09,1,9,6,0,10,20.4,11.28,35.73,31.05,10.7,4.5,3,Saarbrücken 2-0 Wehen Wiesbaden,2026-03-04
Saarbrücken,1.86,0.14,1.72,0.84,0.14,0.70,1.02,0.00,1.02,1.86,0.14,1.72,2,0,2,0.28,47.40,65.57,46.33,0.5,0.26,195,11,19,4,38.0,15.38,10.90,9,1,24,9,21,160.5,88.72,79.33,68.95,226.9,95.5,1,Saarbrücken 2-0 Wehen Wiesbaden,2026-03-04
Jahn Regensburg,3.30,1.76,1.54,2.67,1.64,1.03,0.63,0.12,0.51,3.30,1.76,1.54,2,1,1,-0.54,30.10,40.83,43.43,0.49,0.95,127,9,14,16,28.57,16.84,17.67,2,5,10,6,18,47.7,27.12,190.33,99.03,200.2,90.21,1,Verl 1-2 Jahn Regensburg,2026-03-03
Verl,1.76,3.30,-1.54,1.64,2.67,-1.03,0.12,0.63,-0.51,1.76,3.30,-1.54,1,2,-1,0.54,69.90,59.17,40.43,0.95,0.49,224,18,16,14,16.84,28.57,6.69,5,2,12,4,10,128.2,72.88,1.87,0.97,21.73,9.79,2,Verl 1-2 Jahn Regensburg,2026-03-03
Erzgebirge Aue,3.56,1.75,1.81,1.48,1.75,-0.27,2.08,0.00,2.08,3.56,1.75,1.81,1,2,-1,-2.81,46.40,54.02,48.22,1.16,0.47,192,19,24,9,20.69,19.15,14.18,3,2,29,13,14,157.7,67.77,68.0,70.54,163.07,75.73,1,1860 München 2-1 Erzgebirge Aue,2026-03-03
1860 München,1.75,3.56,-1.81,1.75,1.48,0.27,0.00,2.08,-2.08,1.75,3.56,-1.81,2,1,1,2.81,53.60,45.98,41.85,0.47,1.16,170,15,9,24,19.15,20.69,11.77,2,3,20,7,7,75.0,32.23,28.4,29.46,52.27,24.27,3,1860 München 2-1 Erzgebirge Aue,2026-03-03
Viktoria Köln,0.82,1.86,-1.04,0.55,1.86,-1.31,0.26,0.00,0.26,0.82,1.86,-1.04,0,2,-2,-0.96,72.60,71.23,49.13,0.45,0.42,382,8,11,7,24.44,16.67,6.35,8,10,22,9,9,148.0,94.81,4.2,2.35,44.63,28.46,0,Osnabrück 2-0 Viktoria Köln,2026-03-03
Osnabrück,1.86,0.82,1.04,1.86,0.55,1.31,0.00,0.26,-0.26,1.86,0.82,1.04,2,0,2,0.96,27.40,28.77,40.85,0.42,0.45,81,5,7,11,16.67,24.44,13.82,10,8,2,0,19,8.1,5.19,174.33,97.65,112.2,71.54,2,Osnabrück 2-0 Viktoria Köln,2026-03-03
Hoffenheim II,2.62,1.45,1.17,2.62,0.93,1.69,0.00,0.52,-0.52,2.62,1.45,1.17,3,1,2,0.83,58.20,57.69,42.42,0.66,1.5,223,14,14,14,21.21,9.33,13.43,4,1,8,1,8,110.9,62.55,28.73,21.28,83.33,41.19,5,Ulm 1-3 Hoffenheim II,2026-03-03
Ulm,1.45,2.62,-1.17,0.93,2.62,-1.69,0.52,0.00,0.52,1.45,2.62,-1.17,1,3,-2,-0.83,41.80,42.31,44.36,1.5,0.66,166,11,14,14,9.33,21.21,14.51,1,4,19,4,9,66.4,37.45,106.27,78.72,118.97,58.81,0,Ulm 1-3 Hoffenheim II,2026-03-03
Energie Cottbus,3.19,1.49,1.70,1.98,1.45,0.53,0.45,0.04,0.41,2.43,1.49,0.94,2,1,1,-0.70,52.40,62.5,47.46,1.21,0.46,209,15,20,9,16.53,19.57,7.10,7,6,20,9,15,166.2,72.93,43.93,43.04,155.17,73.84,1,Stuttgart II 1-2 Energie Cottbus,2026-03-03
Stuttgart II,1.49,3.19,-1.70,1.45,1.98,-0.53,0.04,0.45,-0.41,1.49,2.43,-0.94,1,2,-1,0.70,47.60,37.5,40.93,0.46,1.21,125,7,9,20,19.57,16.53,10.61,6,7,12,6,17,61.7,27.07,58.13,56.96,54.97,26.16,1,Stuttgart II 1-2 Energie Cottbus,2026-03-03
Saarbrücken,2.65,1.43,1.22,2.27,1.43,0.84,0.38,0.00,0.38,2.65,1.43,1.22,2,2,0,-1.22,68.40,76.47,54.16,1.92,0.48,388,22,26,9,13.54,18.75,7.94,3,2,50,13,10,315.3,91.55,18.8,13.74,221.4,76.35,1,Schweinfurt 2-2 Saarbrücken,2026-03-01
Schweinfurt,1.43,2.65,-1.22,1.43,2.27,-0.84,0.00,0.38,-0.38,1.43,2.65,-1.22,2,2,0,1.22,31.60,23.53,43.17,0.48,1.92,116,11,9,26,18.75,13.54,21.00,2,3,5,2,8,29.1,8.45,118.0,86.26,68.57,23.65,1,Schweinfurt 2-2 Saarbrücken,2026-03-01
Havelse,1.46,3.75,-2.29,1.24,3.56,-2.32,0.22,0.20,0.02,1.46,3.75,-2.29,1,1,0,2.29,31.70,20.27,41.55,0.4,1.57,95,13,13,23,32.5,14.65,23.45,3,3,11,5,10,43.8,13.39,94.07,91.62,64.9,26.09,2,MSV Duisburg 1-1 Havelse,2026-03-01
MSV Duisburg,3.75,1.46,2.29,3.56,1.24,2.32,0.20,0.22,-0.02,3.75,1.46,2.29,1,1,0,-2.29,68.30,79.73,53.93,1.57,0.4,374,23,23,13,14.65,32.5,7.23,3,3,44,12,11,283.2,86.61,8.6,8.38,183.83,73.91,2,MSV Duisburg 1-1 Havelse,2026-03-01
Alemannia Aachen,1.51,3.36,-1.85,0.81,2.76,-1.95,0.70,0.60,0.10,1.51,3.36,-1.85,1,2,-1,0.85,46.20,48.54,46.55,0.94,0.85,183,11,16,21,17.02,24.71,10.94,8,4,25,10,10,63.9,36.49,44.93,61.16,45.87,21.06,0,Waldhof Mannheim 2-1 Alemannia Aachen,2026-03-01
Waldhof Mannheim,3.36,1.51,1.85,2.76,0.81,1.95,0.60,0.70,-0.10,3.36,1.51,1.85,2,1,1,-0.85,53.80,51.46,48.27,0.85,0.94,236,16,21,16,24.71,17.02,11.93,4,8,19,6,13,111.2,63.51,28.53,38.84,171.98,78.94,1,Waldhof Mannheim 2-1 Alemannia Aachen,2026-03-01
Verl,0.47,0.92,-0.45,0.40,0.80,-0.40,0.07,0.12,-0.05,0.47,0.92,-0.45,0,0,0,0.45,63.60,59.29,48.58,0.65,0.27,239,14,9,7,13.85,25.93,7.31,1,5,15,7,15,126.9,65.96,20.2,16.43,76.5,43.93,2,Energie Cottbus 0-0 Verl,2026-02-28
Energie Cottbus,0.92,0.47,0.45,0.80,0.40,0.40,0.12,0.07,0.05,0.92,0.47,0.45,0,0,0,-0.45,36.40,40.71,45.27,0.27,0.65,143,7,7,9,25.93,13.85,12.58,5,1,8,3,16,65.5,34.04,102.73,83.57,97.63,56.07,2,Energie Cottbus 0-0 Verl,2026-02-28
Ulm,0.65,3.43,-2.78,0.52,3.11,-2.59,0.13,0.31,-0.18,0.65,3.43,-2.78,1,1,0,2.78,52.60,47.13,44.73,0.57,1.3,191,5,14,16,24.56,12.31,9.62,4,6,19,6,11,64.5,38.08,20.07,23.95,51.27,25.62,1,Jahn Regensburg 1-1 Ulm,2026-02-28
Jahn Regensburg,3.43,0.65,2.78,3.11,0.52,2.59,0.31,0.13,0.18,3.43,0.65,2.78,1,1,0,-2.78,47.40,52.87,46.04,1.3,0.57,187,16,16,14,12.31,24.56,11.09,6,4,15,6,15,104.9,61.92,63.73,76.05,148.83,74.38,1,Jahn Regensburg 1-1 Ulm,2026-02-28
Ingolstadt,1.13,0.82,0.31,1.13,0.69,0.44,0.00,0.13,-0.13,1.13,0.82,0.31,1,2,-1,-1.31,47.80,28.21,37.04,0.38,0.77,98,5,6,14,15.79,18.18,10.06,4,6,6,1,13,26.3,18.13,27.47,25.09,14.57,7.32,2,Wehen Wiesbaden 2-1 Ingolstadt,2026-02-28
Wehen Wiesbaden,0.82,1.13,-0.31,0.69,1.13,-0.44,0.13,0.00,0.13,0.82,1.13,-0.31,2,1,1,1.31,52.20,71.79,49.43,0.77,0.38,232,16,14,6,18.18,15.79,10.38,6,4,27,8,14,118.8,81.87,82.0,74.91,184.6,92.68,4,Wehen Wiesbaden 2-1 Ingolstadt,2026-02-28
Rot-Weiss Essen,2.40,2.95,-0.55,1.50,2.02,-0.52,0.14,0.17,-0.03,1.64,2.19,-0.55,2,3,-1,-0.45,49.40,38.46,44.72,0.74,1.24,170,8,14,16,18.92,12.9,9.83,3,10,17,6,17,41.8,26.44,29.07,36.89,31.63,23.51,10,Hansa Rostock 3-2 Rot-Weiss Essen,2026-02-28
Hansa Rostock,2.95,2.40,0.55,2.02,1.50,0.52,0.17,0.14,0.03,2.19,1.64,0.55,3,2,1,0.45,50.60,61.54,53.83,1.24,0.74,224,17,16,14,12.9,18.92,9.97,10,3,27,7,8,116.3,73.56,49.73,63.11,102.9,76.49,8,Hansa Rostock 3-2 Rot-Weiss Essen,2026-02-28
Osnabrück,2.31,1.28,1.03,2.07,0.62,1.45,0.24,0.66,-0.42,2.31,1.28,1.03,3,1,2,0.97,42.80,52.81,47.63,0.91,0.71,163,14,17,14,18.68,19.72,13.42,9,3,21,8,9,66.6,58.83,66.93,88.77,124.53,82.58,0,Erzgebirge Aue 1-3 Osnabrück,2026-02-28
Erzgebirge Aue,1.28,2.31,-1.03,0.62,2.07,-1.45,0.66,0.24,0.42,1.28,2.31,-1.03,1,3,-2,-0.97,57.20,47.19,40.81,0.71,0.91,158,12,14,17,19.72,18.68,11.20,3,9,18,7,10,46.6,41.17,8.47,11.23,26.27,17.42,5,Erzgebirge Aue 1-3 Osnabrück,2026-02-28
Stuttgart II,3.07,2.45,0.62,1.98,2.23,-0.25,1.09,0.22,0.87,3.07,2.45,0.62,0,2,-2,-2.62,63.10,63.73,43.48,0.85,0.75,229,12,12,19,14.12,25.33,8.12,6,10,13,2,10,137.9,59.44,9.0,6.47,69.2,30.72,2,Viktoria Köln 2-0 Stuttgart II,2026-02-28
Viktoria Köln,2.45,3.07,-0.62,2.23,1.98,0.25,0.22,1.09,-0.87,2.45,3.07,-0.62,2,0,2,2.62,36.90,36.27,46.39,0.75,0.85,155,21,19,12,25.33,14.12,12.49,10,6,14,4,12,94.1,40.56,130.0,93.53,156.03,69.28,5,Viktoria Köln 2-0 Stuttgart II,2026-02-28
1860 München,2.14,1.94,0.20,2.03,1.86,0.17,0.11,0.09,0.02,2.14,1.94,0.20,2,1,1,0.80,40.20,41.5,44.32,0.66,0.67,160,10,10,12,15.15,17.91,12.42,5,5,13,2,19,54.2,33.25,99.87,73.47,107.67,61.79,0,Hoffenheim II 1-2 1860 München,2026-02-27
Hoffenheim II,1.94,2.14,-0.20,1.86,2.03,-0.17,0.09,0.11,-0.02,1.94,2.14,-0.20,1,2,-1,-0.80,59.80,58.5,44.66,0.67,0.66,235,15,12,10,17.91,15.15,9.24,5,5,21,6,9,108.8,66.75,36.07,26.53,66.57,38.21,3,Hoffenheim II 1-2 1860 München,2026-02-27
Viktoria Köln,1.08,0.65,0.43,0.94,0.65,0.29,0.14,0.00,0.14,1.08,0.65,0.43,3,1,2,1.57,44.50,46.26,38.86,0.58,0.27,120,11,8,7,13.79,25.93,13.69,8,3,10,3,11,49.2,51.41,123.87,81.82,141.93,81.74,1,Hoffenheim II 1-3 Viktoria Köln,2026-02-22
Hoffenheim II,0.65,1.08,-0.43,0.65,0.94,-0.29,0.00,0.14,-0.14,0.65,1.08,-0.43,1,3,-2,-1.57,55.50,53.74,37.97,0.27,0.58,163,3,7,8,25.93,13.79,12.47,3,8,8,0,15,46.5,48.59,27.53,18.18,31.7,18.26,0,Hoffenheim II 1-3 Viktoria Köln,2026-02-22
Energie Cottbus,1.83,0.55,1.28,1.33,0.45,0.88,0.49,0.11,0.38,1.83,0.55,1.28,2,1,1,-0.28,54.00,59.64,48.62,0.61,0.66,224,16,17,8,27.87,12.12,8.94,5,5,29,10,10,141.7,77.26,21.87,32.8,126.93,73.24,0,Erzgebirge Aue 1-2 Energie Cottbus,2026-02-22
